id_pnl,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_bal,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,id_x,operating_activity,investing_activity,financing_activity,net_cash_flow,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,id_y,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,fcf_yield_pct,company_name,broad_sector,sub_sector,market_cap_category,sector_median_pe,valuation_status,valuation_score,investment_rating
95,ADANIENSOL,2023,13293,8775,4518.0,34.0,1583,2781,1608,1712,25.0,1281,11.0,0.0,158.0,1115.0,10634.0,34270.0,7913.0,53932.0,32645.0,6200.0,1370.0,13716.0,53932.0,93.0,3777.0,-4699.0,923.0,2.0,9.636650868878355,33.98781313473256,10.90305557919823,2.916843986722274,2.193815174397699,0.2464770451679893,-922.0,4699.0,11.0,117.49,0.0,34270.0,3777.0,,0,0,0,11.0,263283.51,289260.77,28.96,13.96,8.07,2.07,-0.350192839650307,Adani Energy Solutions Ltd,Energy,Power & Utilities,Large Cap,41.495,Discount,20,Avoid
96,ADANIENSOL,2024,16607,10896,5711.0,30.0,611,2767,1776,1780,33.0,1196,10.0,0.0,159.0,1115.0,11526.0,37070.0,8827.0,58538.0,38920.0,3003.0,766.0,15849.0,58538.0,94.0,6038.0,-4943.0,-543.0,551.0,7.201782380923707,34.38911302462817,9.461276797721698,2.93252116130053,2.284784965666787,0.2836960606785336,1095.0,4943.0,10.0,126.41,0.0,37070.0,6038.0,,0,0,0,12.0,348517.36,439276.19,58.5,9.05,14.83,1.65,0.3141880794689826,Adani Energy Solutions Ltd,Energy,Power & Utilities,Large Cap,41.495,Fair,20,Avoid
104,ADANIENT,2019,40379,38409,1969.0,5.0,504,1625,390,459,32.0,506,7.0,6.0,176.0,110.0,14646.0,11243.0,16537.0,42536.0,9020.0,5765.0,1511.0,26240.0,42536.0,101.0,3236.0,2487.0,-6158.0,-436.0,1.2531266252259838,4.876297085118502,3.429113580916238,0.7619273515857956,1.5218461538461538,0.9492900131653188,5723.0,2487.0,7.0,147.56,6.0,11243.0,3236.0,,0,0,0,13.0,173718.83,178851.86,56.08,5.69,21.25,2.5,3.294403951488736,Adani Enterprises Ltd,Industrials,Conglomerates,Large Cap,48.83,Fair,20,Avoid
105,ADANIENT,2020,43403,41108,2294.0,5.0,872,1572,472,1122,29.0,1040,10.0,10.0,177.0,110.0,16837.0,12419.0,17509.0,46875.0,10476.0,7347.0,1952.0,27099.0,46875.0,102.0,2454.0,-1082.0,-221.0,1151.0,2.3961477317236133,5.285348939013432,6.136779370980115,0.7328140673865581,2.013994910941476,0.9259306666666668,1372.0,1082.0,10.0,169.47,10.0,12419.0,2454.0,,0,0,0,14.0,217309.44,213933.01,36.71,2.39,7.65,2.72,0.6313577541776372,Adani Enterprises Ltd,Industrials,Conglomerates,Large Cap,48.83,Fair,40,Hold
106,ADANIENT,2021,39537,37031,2506.0,6.0,494,1377,537,1086,31.0,1046,8.0,12.0,178.0,110.0,17049.0,16227.0,18231.0,51617.0,10838.0,8825.0,5503.0,26451.0,51617.0,103.0,4043.0,-8611.0,3109.0,-1459.0,2.645623087234742,6.338366593317652,6.0959263360335685,0.9456844804475786,2.178649237472767,0.7659685762442606,-4568.0,8611.0,8.0,171.59,12.0,16227.0,4043.0,,0,0,0,15.0,205258.66,189642.53,72.59,8.25,9.71,0.24,-2.2254846640818955,Adani Enterprises Ltd,Industrials,Conglomerates,Large Cap,48.83,Fair,20,Avoid
107,ADANIENT,2022,69420,65707,3714.0,5.0,1012,2526,1248,952,50.0,788,7.0,14.0,179.0,110.0,22147.0,41604.0,37726.0,101586.0,30123.0,23544.0,4292.0,43627.0,101586.0,104.0,1385.0,-17041.0,15901.0,246.0,1.135119562085854,5.3500432152117545,3.5404591813811384,1.8692546165251385,1.870942201108472,0.6833618805740949,-15656.0,17041.0,7.0,222.57,14.0,41604.0,1385.0,,0,0,0,16.0,186771.02,203306.77,56.13,9.8,10.05,2.85,-8.382456764438082,Adani Enterprises Ltd,Industrials,Conglomerates,Large Cap,48.83,Fair,20,Avoid
108,ADANIENT,2023,127540,118722,8818.0,7.0,834,3969,2436,3247,32.0,2422,22.0,6.0,180.0,114.0,32937.0,53200.0,55027.0,141278.0,56881.0,24025.0,6310.0,54062.0,141278.0,105.0,17626.0,-15459.0,-1198.0,970.0,1.899012074643249,6.913909361768857,7.328068742246831,1.6096335965628876,2.431846812799194,0.902759099081244,2167.0,15459.0,22.0,330.51,6.0,53200.0,17626.0,,0,0,0,17.0,196563.95,213448.3,65.7,5.32,10.14,3.93,1.10244019821539,Adani Enterprises Ltd,Industrials,Conglomerates,Large Cap,48.83,Fair,20,Avoid
109,ADANIENT,2024,96421,85044,11377.0,12.0,1146,4555,3042,4926,33.0,3335,28.0,5.0,181.0,114.0,38962.0,65310.0,56200.0,160586.0,65978.0,35180.0,8701.0,50728.0,160586.0,106.0,10312.0,-18767.0,8879.0,424.0,3.458790097592848,11.799296833677312,8.534650424813185,1.671358378544375,2.7492864983534577,0.6004321671876751,-8455.0,18767.0,28.0,390.76,5.0,65310.0,10312.0,-4.98,0,0,0,18.0,187927.97,191237.75,58.87,10.41,33.01,0.83,-4.499064189327432,Adani Enterprises Ltd,Industrials,Conglomerates,Large Cap,48.83,Fair,0,Avoid
113,ADANIGREEN,2019,2058,532,1526.0,74.0,73,1121,1062,-585,-19.0,-475,-3.0,0.0,194.0,1564.0,369.0,11142.0,1582.0,14658.0,10388.0,743.0,77.0,3449.0,14658.0,109.0,1625.0,-2666.0,1045.0,3.0,-23.080660835762878,74.14965986394559,-24.573202276254527,5.764097258147957,1.426404995539697,0.1404011461318051,-1041.0,2666.0,-3.0,19.33,0.0,11142.0,1625.0,,0,0,0,19.0,485373.12,541878.15,29.07,10.49,5.01,0.27,-0.2144741760730384,Adani Green Energy Ltd,Energy,Renewable Energy,Large Cap,41.495,Fair,20,Avoid
114,ADANIGREEN,2020,2549,1098,1450.0,57.0,-111,995,394,-50,23.0,-68,0.0,0.0,195.0,1564.0,793.0,14866.0,1201.0,18424.0,12554.0,1208.0,476.0,4186.0,18424.0,110.0,1965.0,-3743.0,2161.0,383.0,-2.6677128285602194,56.88505296194586,-2.88502333474756,6.307170131523122,1.3457286432160804,0.1383521493703864,-1778.0,3743.0,0.0,23.57,0.0,14866.0,1965.0,,0,0,0,20.0,517543.72,664150.23,72.14,14.91,19.59,0.21,-0.3435458554110173,Adani Green Energy Ltd,Energy,Renewable Energy,Large Cap,41.495,Caution,0,Avoid
