id_pnl,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_bal,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,id_x,operating_activity,investing_activity,financing_activity,net_cash_flow,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,id_y,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,fcf_yield_pct,company_name,broad_sector,sub_sector,market_cap_category,sector_median_pe,valuation_status,valuation_score,investment_rating
254,BAJAJHLDNG,2022,484,117,367.0,76.0,3896,3,34,4226,2.0,4126,364.0,32.0,334.0,111.0,42731.0,114.0,10632.0,53588.0,310.0,0.0,52964.0,314.0,53588.0,253.0,1610.0,-151.0,-1460.0,-1.0,852.4793388429752,75.82644628099173,9.630736193455022,0.0026609401988702,1421.0,0.0090318728073449,1459.0,151.0,364.0,428.42,32.0,114.0,1610.0,,0,0,0,82.0,1394489.39,1728870.12,79.41,5.56,9.53,0.65,0.10462610977628162,Bajaj Holdings & Investment Ltd,Financials,Holding Companies,Large Cap,43.585,Caution,20,Avoid
255,BAJAJHLDNG,2023,522,142,380.0,73.0,4673,7,34,5012,1.0,4946,436.0,28.0,335.0,111.0,44071.0,93.0,8913.0,53188.0,278.0,0.0,52555.0,355.0,53188.0,254.0,1728.0,-137.0,-1587.0,4.0,947.5095785440614,72.79693486590038,11.194604137431536,0.0021049296093431,721.8571428571429,0.0098142438143942,1591.0,137.0,436.0,441.82,28.0,93.0,1728.0,,0,0,0,83.0,1714344.05,1642287.8,26.75,3.46,17.45,0.33,0.0928051752505572,Bajaj Holdings & Investment Ltd,Financials,Holding Companies,Large Cap,43.585,Discount,40,Hold
266,BAJFINANCE,2023,41411,12701,12693.0,16018.0,39,-5,485,15528,26.0,11508,190.0,16.0,346.0,121.0,54251.0,216690.0,4164.0,275226.0,2308.0,80.0,22752.0,250087.0,275226.0,264.0,-42112.0,-10394.0,50675.0,-1831.0,27.7897177078554,30.65127623095313,21.16530567203708,3.985323328183624,-2546.4,0.1504618023006547,-52506.0,10394.0,190.0,543.72,16.0,216690.0,-42112.0,,0,0,0,89.0,1896088.83,1920855.51,19.1,4.67,26.51,0.83,-2.769174058158446,Bajaj Finance Ltd,Financials,Consumer Finance,Large Cap,43.585,Discount,40,Hold
267,BAJFINANCE,2024,54972,18886,16099.0,19987.0,36,6,683,19310,25.0,14451,233.0,15.0,347.0,124.0,76572.0,293346.0,5700.0,375742.0,3250.0,43.0,30881.0,341568.0,375742.0,265.0,-72760.0,-7171.0,82415.0,2484.0,26.287928399912687,29.28581823473769,18.841921351830603,3.824788776468134,2689.1666666666665,0.1463025160881668,-79931.0,7171.0,233.0,766.96,15.0,293346.0,-72760.0,37.37,0,0,0,90.0,2473271.58,2632574.41,69.2,4.11,15.96,0.27,-3.2317922805711454,Bajaj Finance Ltd,Financials,Consumer Finance,Large Cap,43.585,Caution,0,Avoid
276,BANKBARODA,2020,78895,50040,40583.0,-11728.0,-15,12191,1697,-1234,-99.0,981,2.0,0.0,356.0,925.0,75179.0,1068981.0,54850.0,1199935.0,9268.0,0.0,289727.0,900941.0,1199935.0,273.0,18531.0,-139.0,14729.0,33120.0,1.2434248051207302,51.439254705621394,1.2890255439924314,14.046318196152631,3.327700762857846,0.0657493947588827,18392.0,139.0,2.0,761.04,0.0,1068981.0,18531.0,,0,0,0,92.0,471014.36,436331.44,71.63,11.42,18.25,2.88,3.904764177465842,Bank of Baroda,Financials,Public Sector Banks,Large Cap,43.585,Caution,20,Avoid
277,BANKBARODA,2021,74314,43201,38070.0,-6957.0,-9,14687,1357,6373,77.0,1620,3.0,0.0,357.0,1036.0,81354.0,1067173.0,53104.0,1202667.0,8441.0,0.0,281859.0,912367.0,1202667.0,274.0,-887.0,-471.0,-986.0,-2344.0,2.179939177005678,51.22857065963344,1.966258041024396,12.95270057045758,2.591475454483557,0.0617910028295446,-1358.0,471.0,3.0,823.9,0.0,1067173.0,-887.0,,0,0,0,93.0,426745.64,503995.99,67.24,12.42,14.95,1.19,-0.31822234903208385,Bank of Baroda,Financials,Public Sector Banks,Large Cap,43.585,Caution,20,Avoid
278,BANKBARODA,2022,73385,38815,37518.0,-2948.0,-4,14395,1438,10008,23.0,7933,15.0,19.0,358.0,1036.0,90833.0,1185331.0,62922.0,1340121.0,11098.0,1.0,347587.0,981435.0,1340121.0,275.0,6210.0,-3645.0,-998.0,1567.0,10.810111058118144,51.12488928255093,8.635121749447583,12.902404510770772,2.6060437651962487,0.0547599806286148,2565.0,3645.0,15.0,918.69,19.0,1185331.0,6210.0,,0,0,0,94.0,473985.89,610071.44,74.28,5.71,32.29,4.15,0.5411553495822418,Bank of Baroda,Financials,Public Sector Banks,Large Cap,43.585,Caution,0,Avoid
279,BANKBARODA,2023,94503,49942,38231.0,6329.0,7,16275,2040,20565,29.0,15005,29.0,19.0,359.0,1036.0,104019.0,1342592.0,78224.0,1525871.0,9865.0,3.0,397487.0,1118516.0,1525871.0,276.0,-21354.0,-1096.0,-5405.0,-27855.0,15.877802821074464,40.45480037670762,14.282994621864736,12.77989624482414,2.349493087557604,0.0619338069863048,-22450.0,1096.0,29.0,1050.55,19.0,1342592.0,-21354.0,,0,0,0,95.0,464725.74,572597.07,27.29,5.48,11.96,2.28,-4.830806229928215,Bank of Baroda,Financials,Public Sector Banks,Large Cap,43.585,Discount,60,Buy
280,BANKBARODA,2024,118379,69899,44379.0,4102.0,3,23399,1702,25799,29.0,18869,36.0,21.0,360.0,1036.0,118677.0,1453761.0,81302.0,1654775.0,9054.0,6.0,407136.0,1238579.0,1654775.0,277.0,-6274.0,-1285.0,5476.0,-2084.0,15.93948250956673,37.4889127294537,15.761863790899902,12.143718727289434,1.8967477242617208,0.0715378223625568,-7559.0,1285.0,36.0,1197.13,21.0,1453761.0,-6274.0,4.79,0,0,0,96.0,590971.02,656699.32,16.89,4.15,24.7,2.62,-1.279081332956056,Bank of Baroda,Financials,Public Sector Banks,Large Cap,43.585,Discount,40,Hold
301,BEL,2019,12164,9255,2909.0,24.0,73,16,338,2628,30.0,1887,3.0,44.0,367.0,11.0,38.0,47.0,30.0,126.0,11.0,0.0,0.0,114.0,126.0,284.0,1514.0,-896.0,-663.0,-45.0,15.512989148306476,23.914830647813226,3851.020408163265,0.9591836734693876,186.375,96.53968253968254,618.0,896.0,3.0,0.49,44.0,47.0,1514.0,,0,0,0,97.0,770752.45,926042.39,73.48,7.9,30.16,4.11,0.08018138638417563,Bharat Electronics Ltd,Industrials,Defence Electronics,Large Cap,48.83,Caution,0,Avoid
305,BEL,2023,17734,13645,4090.0,23.0,281,19,429,3923,25.0,2986,4.0,44.0,371.0,11.0,64.0,39.0,29.0,144.0,17.0,0.0,0.0,126.0,144.0,288.0,1199.0,2708.0,-1262.0,2645.0,16.837712867937295,23.063042742754032,3981.333333333333,0.52,230.05263157894737,123.15277777777776,3907.0,2708.0,4.0,0.75,44.0,39.0,1199.0,,0,0,0,101.0,1055965.69,1261553.4,18.0,12.66,25.88,4.22,0.3699930818774993,Bharat Electronics Ltd,Industrials,Defence Electronics,Large Cap,48.83,Discount,40,Hold
306,BEL,2024,20268,15217,5051.0,25.0,670,12,443,5266,25.0,3985,5.0,40.0,372.0,11.0,73.0,43.0,33.0,161.0,18.0,0.0,1.0,142.0,161.0,289.0,4659.0,-5924.0,-1475.0,-2739.0,19.661535425300965,24.921057825143084,4744.047619047619,0.5119047619047619,476.75,125.88819875776396,-1265.0,5924.0,5.0,0.84,40.0,43.0,4659.0,10.64,0,0,0,102.0,1354781.06,1259877.04,17.89,9.22,23.14,0.76,-0.09337302073000636,Bharat Electronics Ltd,Industrials,Defence Electronics,Large Cap,48.83,Discount,40,Hold
289,BHARTIARTL,2020,87539,50930,36610.0,42.0,-37775,13992,27690,-42846,-28.0,-30664,-55.0,-3.0,381.0,2728.0,74417.0,148228.0,133718.0,359091.0,229256.0,4282.0,25476.0,100077.0,359091.0,297.0,18129.0,-29598.0,19144.0,7675.0,-35.02895852134477,41.821359622568224,-39.74852550392119,1.9214207012768163,-0.0832618639222412,0.2437794319545742,-11469.0,29598.0,-55.0,771.45,-3.0,148228.0,18129.0,,0,0,0,104.0,196241.62,219777.99,79.6,5.46,17.05,0.6,-5.8443259895632735,Bharti Airtel Ltd,Communication Services,Telecommunications,Large Cap,48.23,Caution,0,Avoid
290,BHARTIARTL,2021,100616,55337,45279.0,45.0,-4215,15091,29404,-3432,99.0,-12364,-26.0,0.0,382.0,2746.0,56207.0,162785.0,122679.0,344417.0,223480.0,5726.0,27550.0,87661.0,344417.0,298.0,48205.0,-27286.0,-24910.0,-3991.0,-12.28830404707005,45.00178897988392,-20.972639221074417,2.7612674503417978,2.7210920416142077,0.2921342442446221,20919.0,27286.0,-26.0,589.53,0.0,162785.0,48205.0,,0,0,0,105.0,232971.76,269937.54,15.3,7.28,28.35,2.22,8.979199882423519,Bharti Airtel Ltd,Communication Services,Telecommunications,Large Cap,48.23,Discount,60,Buy
317,BHEL,2022,21211,20383,828.0,4.0,405,448,314,470,5.0,445,1.0,31.0,396.0,696.0,25810.0,4830.0,25654.0,56991.0,2398.0,431.0,205.0,53956.0,56991.0,311.0,660.0,-1118.0,-329.0,-787.0,2.0979680354533023,3.9036349064164817,1.678865162604693,0.1822228929299026,2.752232142857143,0.3721815725289958,-458.0,1118.0,1.0,265.06,31.0,4830.0,660.0,,0,0,0,112.0,452493.05,503418.0,23.85,9.42,38.85,0.56,-0.10121702421727803,"Bharat Heavy Electricals Limited
",Industrials,Capital Goods,Large Cap,48.83,Discount,40,Hold
318,BHEL,2023,23365,22321,1044.0,4.0,544,612,260,716,9.0,654,2.0,21.0,397.0,696.0,23682.0,5454.0,27832.0,57664.0,2476.0,354.0,235.0,54599.0,57664.0,312.0,-741.0,1480.0,89.0,829.0,2.7990584207147444,4.468221699122619,2.682746738862909,0.2237263106079251,2.594771241830065,0.4051921476137625,739.0,1480.0,2.0,243.78,21.0,5454.0,-741.0,,0,0,0,113.0,499389.38,459759.51,31.13,9.5,34.44,3.29,0.1479807199744616,"Bharat Heavy Electricals Limited
",Industrials,Capital Goods,Large Cap,48.83,Discount,40,Hold
319,BHEL,2024,23893,23182,711.0,3.0,608,828,249,243,-16.0,282,1.0,31.0,398.0,696.0,23742.0,8856.0,26493.0,59788.0,2574.0,308.0,256.0,56650.0,59788.0,313.0,-3713.0,1331.0,2656.0,274.0,1.180262001423011,2.9757669610346125,1.1539405843358703,0.3623864473361158,1.5929951690821256,0.399628688031043,-2382.0,1331.0,1.0,244.38,31.0,8856.0,-3713.0,-10.03,0,0,0,114.0,540053.85,682460.17,29.8,11.43,21.59,4.04,-0.4410671269170658,"Bharat Heavy Electricals Limited
",Industrials,Capital Goods,Large Cap,48.83,Discount,40,Hold
330,BOSCHLTD,2022,11782,10319,1462.0,12.0,391,29,324,1500,19.0,1217,413.0,51.0,409.0,30.0,10658.0,73.0,4650.0,15410.0,1211.0,606.0,5528.0,8066.0,15410.0,323.0,271.0,-33.0,-383.0,-146.0,10.329315905618742,12.408759124087592,11.386601796407184,0.0068300898203592,63.89655172413793,0.764568462037638,238.0,33.0,413.0,106.88,51.0,73.0,271.0,,0,0,0,118.0,1812529.57,2125646.68,21.27,6.04,18.2,1.07,0.013130820260217878,Bosch Ltd,Consumer Discretionary,Auto Ancillaries,Large Cap,42.5,Discount,40,Hold
331,BOSCHLTD,2023,14929,13120,1810.0,13.0,471,12,386,1882,24.0,1424,483.0,99.0,410.0,30.0,10983.0,53.0,5194.0,16259.0,1731.0,366.0,5023.0,9140.0,16259.0,324.0,1214.0,262.0,-1239.0,236.0,9.538482148837833,12.124053854913257,12.930173431399256,0.0048124943248887,190.08333333333331,0.9181991512393136,1476.0,262.0,483.0,110.13,99.0,53.0,1214.0,,0,0,0,119.0,2334820.89,2735332.08,28.16,4.01,5.63,1.56,0.06321684058600315,Bosch Ltd,Consumer Discretionary,Auto Ancillaries,Large Cap,42.5,Discount,60,Buy
340,BPCL,2019,298226,283113,15112.0,5.0,2975,1764,3418,12905,34.0,8528,18.0,48.0,419.0,1967.0,36798.0,44839.0,53322.0,136926.0,49315.0,13654.0,24907.0,49050.0,136926.0,332.0,10157.0,-10451.0,207.0,-87.0,2.859576294488073,5.067297955241997,21.999226106023475,1.1566877337804722,10.253401360544215,2.1780085593678336,-294.0,10451.0,18.0,387.65,48.0,44839.0,10157.0,,0,0,0,121.0,417435.04,439524.17,25.37,3.65,15.58,3.89,-0.07043012009724914,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas Refining,Large Cap,41.495,Discount,40,Hold
342,BPCL,2021,230171,209170,21001.0,9.0,7489,1723,4334,22432,23.0,17320,37.0,102.0,421.0,2093.0,51462.0,54532.0,52891.0,160978.0,64098.0,17037.0,26768.0,53075.0,160978.0,334.0,23455.0,-2474.0,-13981.0,7000.0,7.524840227483046,9.124086005621908,32.340584445896745,1.0182429278312015,16.535113174695297,1.4298289207220862,20981.0,2474.0,37.0,535.55,102.0,54532.0,23455.0,,0,0,0,123.0,522915.18,574282.97,12.13,1.78,14.21,1.65,4.012314195965778,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas Refining,Large Cap,41.495,Discount,100,Strong Buy
343,BPCL,2022,346791,327654,19137.0,6.0,4939,2606,5434,16037,27.0,11682,27.0,29.0,422.0,2129.0,49776.0,64534.0,71089.0,187529.0,83901.0,15433.0,23616.0,64578.0,187529.0,335.0,20336.0,-8138.0,-17672.0,-5474.0,3.3685995311297003,5.518309298684223,22.50650226375108,1.243309893073885,9.23867996930161,1.849265980195063,12198.0,8138.0,27.0,519.05,29.0,64534.0,20336.0,,0,0,0,124.0,547313.57,518390.47,24.26,4.29,7.37,1.47,2.2287041046689198,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas Refining,Large Cap,41.495,Discount,60,Buy
345,BPCL,2024,448083,404001,44082.0,10.0,3032,4149,6771,36194,26.0,26859,62.0,33.0,424.0,2136.0,73499.0,54599.0,72184.0,202418.0,86798.0,20204.0,26631.0,68785.0,202418.0,337.0,35936.0,-10521.0,-25427.0,-12.0,5.994201967046283,9.83790949444634,35.511337343822305,0.7218747934157467,11.355507351168956,2.213651947949293,25415.0,10521.0,62.0,756.35,33.0,54599.0,35936.0,-0.52,0,0,0,126.0,468662.13,606487.07,68.15,0.72,26.59,1.15,5.422883218663305,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas Refining,Large Cap,41.495,Caution,40,Hold
355,BRITANNIA,2021,13136,10627,2509.0,19.0,313,111,198,2514,26.0,1851,77.0,204.0,434.0,24.0,3524.0,2122.0,2331.0,8000.0,1793.0,117.0,2781.0,3310.0,8000.0,346.0,1876.0,433.0,-2242.0,66.0,14.091047503045068,19.10018270401949,52.17023675310034,0.5980834272829764,25.423423423423426,1.642,2309.0,433.0,77.0,35.48,204.0,2122.0,1876.0,,0,0,0,129.0,253493.14,328072.69,18.2,4.8,10.98,2.14,0.9108727754920705,Britannia Industries Ltd,Consumer Staples,Food Products,Large Cap,37.735,Discount,60,Buy
356,BRITANNIA,2022,14136,11935,2201.0,16.0,222,144,201,2078,27.0,1516,63.0,89.0,435.0,24.0,2534.0,2481.0,2487.0,7527.0,1753.0,536.0,1762.0,3475.0,7527.0,347.0,1300.0,914.0,-2246.0,-32.0,10.724391624221845,15.570175438596491,59.26505082095387,0.9698983580922595,16.82638888888889,1.8780390593862095,2214.0,914.0,63.0,25.58,89.0,2481.0,1300.0,,0,0,0,130.0,316483.82,327961.01,73.25,8.4,21.29,3.54,0.6995618291007737,Britannia Industries Ltd,Consumer Staples,Food Products,Large Cap,37.735,Caution,0,Avoid
357,BRITANNIA,2023,16301,13470,2831.0,17.0,597,169,226,3033,24.0,2316,96.0,75.0,436.0,24.0,3510.0,2997.0,2819.0,9351.0,2655.0,105.0,3324.0,3266.0,9351.0,348.0,2526.0,-1507.0,-1028.0,-9.0,14.207717317955954,17.36703269738053,65.53480475382003,0.8480475382003395,20.28402366863905,1.743236017538231,1019.0,1507.0,96.0,35.34,75.0,2997.0,2526.0,,0,0,0,131.0,285063.86,344785.02,25.49,4.57,25.98,4.06,0.3574637626811059,Britannia Industries Ltd,Consumer Staples,Food Products,Large Cap,37.735,Discount,40,Hold
358,BRITANNIA,2024,16769,13603,3167.0,19.0,211,164,300,2913,27.0,2134,89.0,83.0,437.0,24.0,3917.0,2065.0,3065.0,9072.0,2771.0,188.0,2767.0,3346.0,9072.0,349.0,2573.0,477.0,-2830.0,219.0,12.725863199952292,18.88603971614288,54.14869322506978,0.5239786856127886,20.59756097560976,1.8484347442680773,3050.0,477.0,89.0,39.41,83.0,2065.0,2573.0,9.9,0,0,0,132.0,324745.74,376568.58,63.91,4.26,33.95,1.88,0.9391963078561093,Britannia Industries Ltd,Consumer Staples,Food Products,Large Cap,37.735,Caution,0,Avoid
366,CANBK,2019,47951,32339,27202.0,-11590.0,-24,9907,429,-2111,-99.0,696,2.0,0.0,445.0,753.0,36936.0,640166.0,33928.0,711783.0,8433.0,0.0,168678.0,534672.0,711783.0,356.0,18237.0,-745.0,-1185.0,16307.0,1.4514817209234423,56.72874392609122,1.8466926689484997,16.98548648146674,2.7433128091248613,0.0673674420434317,17492.0,745.0,2.0,376.89,0.0,640166.0,18237.0,,0,0,0,133.0,274311.19,273886.68,24.47,4.6,11.33,3.0,6.376699397498148,Canara Bank,Financials,Public Sector Banks,Large Cap,43.585,Discount,80,Strong Buy
369,CANBK,2022,70614,43035,41235.0,-13657.0,-19,23643,841,9145,37.0,6158,7.0,19.0,448.0,1814.0,68147.0,1132626.0,56202.0,1258789.0,11447.0,2.0,311347.0,935992.0,1258789.0,359.0,919.0,-1429.0,4035.0,3525.0,8.720650295975302,58.39493584841533,8.802046854676176,16.18939123225797,1.7432643911517152,0.0560967723740833,-510.0,1429.0,7.0,699.61,19.0,1132626.0,919.0,,0,0,0,136.0,289660.96,292542.15,74.19,6.84,37.94,1.77,-0.1760679105668917,Canara Bank,Financials,Public Sector Banks,Large Cap,43.585,Caution,0,Avoid
379,CHOLAFIN,2019,7108,3588,1632.0,1888.0,27,1,57,1832,35.0,1197,15.0,8.0,457.0,156.0,6052.0,50567.0,715.0,57490.0,167.0,14.0,42.0,57267.0,57490.0,368.0,-9317.0,-11.0,12191.0,2862.0,16.840180078784467,22.96004501969612,19.281572164948454,8.145457474226804,1659.0,0.123638893720647,-9328.0,11.0,15.0,62.08,8.0,50567.0,-9317.0,,0,0,0,139.0,1617575.24,1531662.97,18.46,1.7,37.73,2.14,-0.5766656022751684,Cholamandalam Investment & Finance Company Ltd,Financials,Consumer Finance,Large Cap,43.585,Discount,60,Buy
381,CHOLAFIN,2021,9583,4576,2913.0,2094.0,22,56,102,2048,26.0,1521,19.0,11.0,459.0,164.0,9436.0,63730.0,1314.0,74644.0,228.0,10.0,1583.0,72823.0,74644.0,370.0,-8848.0,-1746.0,8707.0,-1888.0,15.871856412396951,30.397579046227698,15.84375,6.638541666666667,52.410714285714285,0.1283827233267241,-10594.0,1746.0,19.0,96.0,11.0,63730.0,-8848.0,,0,0,0,141.0,1228519.04,1553189.98,23.52,9.62,7.16,0.37,-0.862339097324857,Cholamandalam Investment & Finance Company Ltd,Financials,Consumer Finance,Large Cap,43.585,Discount,60,Buy
384,CHOLAFIN,2024,19163,9231,5385.0,4548.0,24,255,198,4605,26.0,3420,41.0,5.0,462.0,168.0,19425.0,134475.0,2618.0,156686.0,1563.0,13.0,4036.0,151075.0,156686.0,373.0,-35683.0,-2855.0,38471.0,-66.0,17.846892448990243,28.10102802275218,17.455213596692694,6.863420609401317,21.211764705882352,0.1223019286981606,-38538.0,2855.0,41.0,195.93,5.0,134475.0,-35683.0,16.68,0,0,0,144.0,971931.96,1024979.49,16.79,10.36,13.52,2.83,-3.9650923712808046,Cholamandalam Investment & Finance Company Ltd,Financials,Consumer Finance,Large Cap,43.585,Discount,60,Buy
392,CIPLA,2019,16362,168,13265.0,3097.0,19,477,1326,2079,27.0,1492,19.0,16.0,470.0,161.0,14851.0,4316.0,4433.0,23762.0,9608.0,676.0,2554.0,10923.0,23762.0,380.0,1691.0,-1688.0,-349.0,-345.0,9.118689646742451,81.07199608849774,9.938715694111377,0.2875033306687983,27.849056603773583,0.6885784024913728,3.0,1688.0,19.0,150.12,16.0,4316.0,1691.0,,0,0,0,145.0,353498.49,439281.56,61.2,2.74,26.27,2.83,0.0008486599193111121,"Cipla Ltd
",Healthcare,Pharmaceuticals,Large Cap,37.955,Caution,20,Avoid
394,CIPLA,2021,19160,161,14907.0,4252.0,22,266,1068,3290,27.0,2389,30.0,17.0,472.0,161.0,18165.0,2014.0,4514.0,24855.0,9516.0,969.0,2710.0,11661.0,24855.0,382.0,3755.0,-2374.0,-1240.0,141.0,12.468684759916492,77.80271398747391,13.03612354032522,0.109898504856488,56.12406015037594,0.7708710521021928,1381.0,2374.0,30.0,183.26,17.0,2014.0,3755.0,,0,0,0,147.0,288521.14,290750.43,76.56,11.34,5.68,1.8,0.47864776910281165,"Cipla Ltd
",Healthcare,Pharmaceuticals,Large Cap,37.955,Caution,20,Avoid
397,CIPLA,2024,25774,90,19483.0,6291.0,24,552,1051,5702,27.0,4154,51.0,25.0,475.0,161.0,26545.0,559.0,5267.0,32533.0,9607.0,1153.0,5449.0,16323.0,32533.0,385.0,4134.0,-2982.0,-1200.0,-49.0,16.11701714906495,75.59168153953597,15.554557028383137,0.0209316258518684,35.33876811594203,0.7922417237881536,1152.0,2982.0,51.0,267.06,25.0,559.0,4134.0,12.86,0,0,0,150.0,439803.15,562931.78,59.75,5.93,33.7,0.12,0.26193536813003726,"Cipla Ltd
",Healthcare,Pharmaceuticals,Large Cap,37.955,Caution,0,Avoid
405,COALINDIA,2019,99586,264,74579.0,25007.0,25,5834,3450,27127,36.0,17464,28.0,46.0,483.0,6163.0,20292.0,2210.0,104356.0,133021.0,32618.0,9658.0,3170.0,87576.0,133021.0,392.0,16356.0,-7896.0,-10885.0,-2426.0,17.536601530335588,74.88904062820076,66.01398601398601,0.0835380835380835,12.787795680493655,0.7486487096022433,8460.0,7896.0,28.0,264.55,46.0,2210.0,16356.0,,0,0,0,151.0,187263.0,190352.73,76.5,6.82,20.03,3.05,4.517710385927813,Coal India Ltd,Materials,Mining & Metals,Large Cap,40.61,Caution,20,Avoid
406,COALINDIA,2020,96080,503,74500.0,21581.0,22,6444,3451,24071,31.0,16700,27.0,44.0,484.0,6163.0,25994.0,6434.0,111430.0,150020.0,36784.0,8328.0,1973.0,102936.0,150020.0,393.0,4977.0,1033.0,-4791.0,1219.0,17.38134887593672,77.53955037468776,51.93270516528283,0.2000808533134309,11.56455617628802,0.64044794027463,6010.0,1033.0,27.0,321.57,44.0,6434.0,4977.0,,0,0,0,152.0,231042.15,251887.58,23.41,11.71,16.21,0.79,2.6012569567933816,Coal India Ltd,Materials,Mining & Metals,Large Cap,40.61,Discount,40,Hold
407,COALINDIA,2021,90026,642,71398.0,18628.0,21,3742,3718,18009,29.0,12702,21.0,78.0,485.0,6163.0,30355.0,5884.0,118649.0,161051.0,42405.0,10490.0,5950.0,102206.0,161051.0,394.0,10592.0,182.0,-8453.0,2321.0,14.109257325661476,79.3081998533757,34.78284681526918,0.1611260200449093,19.08578300374132,0.5589906302972351,10774.0,182.0,21.0,365.18,78.0,5884.0,10592.0,,0,0,0,153.0,269353.58,252163.83,77.94,9.67,39.51,1.53,3.999946835679704,Coal India Ltd,Materials,Mining & Metals,Large Cap,40.61,Caution,20,Avoid
408,COALINDIA,2022,109715,541,84995.0,24721.0,23,3866,4429,23616,26.0,17378,28.0,60.0,486.0,6163.0,36980.0,3514.0,132780.0,179436.0,46677.0,12897.0,8921.0,110942.0,179436.0,395.0,41107.0,-25715.0,-13441.0,1951.0,15.839219796746114,77.46889668687052,40.27999907285075,0.0814500614236376,21.99120538023797,0.6114436344992086,15392.0,25715.0,28.0,431.43,60.0,3514.0,41107.0,,0,0,0,154.0,359749.33,344720.77,10.93,0.98,21.27,0.37,4.2785347230528545,Coal India Ltd,Materials,Mining & Metals,Large Cap,40.61,Discount,80,Strong Buy
418,DABUR,2019,8515,6775,1740.0,20.0,222,60,177,1725,16.0,1446,8.0,34.0,496.0,177.0,5455.0,699.0,2106.0,8437.0,1969.0,64.0,3359.0,3045.0,8437.0,404.0,1499.0,338.0,-1888.0,-51.0,16.981796829125074,20.434527304756312,25.67471590909091,0.1241122159090909,32.7,1.0092449922958395,1837.0,338.0,8.0,56.32,34.0,699.0,1499.0,,0,0,0,157.0,55182.65,67689.73,11.83,8.9,33.07,2.52,3.3289448766958456,Dabur India Ltd,Consumer Staples,Personal Products,Large Cap,37.735,Discount,60,Buy
419,DABUR,2020,8685,6892,1792.0,21.0,205,50,220,1728,16.0,1448,8.0,37.0,497.0,177.0,6429.0,522.0,2209.0,9337.0,2253.0,147.0,2800.0,4137.0,9337.0,405.0,1614.0,-517.0,-1043.0,54.0,16.672423719055843,20.63327576280944,21.91946715107478,0.0790190735694822,39.94,0.9301702902431188,1097.0,517.0,8.0,66.06,37.0,522.0,1614.0,,0,0,0,158.0,48665.96,57298.27,12.36,12.35,6.51,0.62,2.254142320422735,Dabur India Ltd,Consumer Staples,Personal Products,Large Cap,37.735,Discount,60,Buy
420,DABUR,2021,9562,7560,2002.0,21.0,325,31,240,2056,18.0,1695,10.0,50.0,498.0,177.0,7487.0,509.0,2661.0,10833.0,2243.0,147.0,4160.0,4283.0,10833.0,406.0,2115.0,-1404.0,-613.0,97.0,17.72641706755909,20.937042459736457,22.11638830897704,0.0664144050104384,75.06451612903226,0.8826733130250162,711.0,1404.0,10.0,76.64,50.0,509.0,2115.0,,0,0,0,159.0,48060.25,55430.1,78.3,2.21,9.99,1.66,1.4793930535109576,Dabur India Ltd,Consumer Staples,Personal Products,Large Cap,37.735,Caution,40,Hold
422,DABUR,2023,11530,9367,2162.0,19.0,445,78,311,2219,23.0,1701,10.0,54.0,500.0,177.0,8796.0,1174.0,3505.0,13652.0,3579.0,175.0,6265.0,3633.0,13652.0,408.0,1488.0,-583.0,-1035.0,-130.0,14.752818733738074,18.7510841283608,18.956870611835505,0.1308369553103755,33.42307692307692,0.8445648989159098,905.0,583.0,10.0,89.73,54.0,1174.0,1488.0,,0,0,0,161.0,61939.24,75668.46,74.55,11.51,20.37,2.27,1.4611093064751846,Dabur India Ltd,Consumer Staples,Personal Products,Large Cap,37.735,Caution,0,Avoid
431,DIVISLAB,2019,4946,3072,1874.0,38.0,154,5,169,1855,27.0,1353,51.0,31.0,509.0,53.0,6904.0,106.0,973.0,8036.0,2088.0,492.0,1946.0,3511.0,8036.0,416.0,954.0,-685.0,-246.0,23.0,27.35543873837444,37.88920339668419,19.44803794739112,0.015236452493891,405.6,0.6154803384768541,269.0,685.0,51.0,69.57,31.0,106.0,954.0,,0,0,0,163.0,1011018.76,1179809.82,74.55,13.82,30.19,0.22,0.02660682577245154,Divis Laboratories Ltd,Healthcare,Pharmaceuticals,Large Cap,37.955,Caution,0,Avoid
